Order ID,Order Date,Ship Date,Customer ID,Country,City,State,Postal Code,Region,Category,Sales,Quantity,Discount,Profit
CA-2017-135860,01-12-2017,07-12-2017,JH-15985,United States,Saginaw,Michigan,48601,Central,Office Supplies,15.92,4,0,7.4824
CA-2017-135860,01-12-2017,07-12-2017,JH-15985,United States,Saginaw,Michigan,48601,Central,Office Supplies,52.29,9,0,16.2099
CA-2017-135860,01-12-2017,07-12-2017,JH-15985,United States,Saginaw,Michigan,48601,Central,Office Supplies,91.99,1,0,3.6796
CA-2015-101007,09-02-2015,13-02-2015,MS-17980,United States,Dallas,Texas,75220,Central,Technology,20.8,2,0.2,6.5
CA-2015-146262,02-01-2015,09-01-2015,VW-21775,United States,Medina,Ohio,44256,East,Office Supplies,23.68,2,0.2,8.88
CA-2015-146262,02-01-2015,09-01-2015,VW-21775,United States,Medina,Ohio,44256,East,Furniture,452.45,5,0.5,-244.323
CA-2015-146262,02-01-2015,09-01-2015,VW-21775,United States,Medina,Ohio,44256,East,Technology,62.982,3,0.4,-14.6958
CA-2015-146262,02-01-2015,09-01-2015,VW-21775,United States,Medina,Ohio,44256,East,Technology,1188,9,0.7,-950.4
CA-2015-146262,02-01-2015,09-01-2015,VW-21775,United States,Medina,Ohio,44256,East,Technology,89.584,2,0.2,4.4792
CA-2016-130162,28-10-2016,01-11-2016,JH-15910,United States,Los Angeles,California,90032,West,Office Supplies,93.06,6,0,26.0568
CA-2016-130162,28-10-2016,01-11-2016,JH-15910,United States,Los Angeles,California,90032,West,,302.376,3,0.2,22.6782
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,,5.584,2,0.2,1.8148
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,Office Supplies,22.704,6,0.2,8.2302
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,Office Supplies,19.776,4,0.7,-13.8432
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,Furniture,72.704,4,0.2,19.0848
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,Technology,479.988,4,0.7,-383.9904
CA-2015-169397,24-12-2015,27-12-2015,JB-15925,United States,Dublin,Ohio,43017,East,Office Supplies,27.168,2,0.2,2.7168
CA-2015-163055,09-08-2015,16-08-2015,DS-13180,United States,Detroit,Michigan,48227,Central,Office Supplies,2.2,1,0,0.968
CA-2015-163055,09-08-2015,16-08-2015,DS-13180,United States,Detroit,Michigan,48227,Central,Furniture,622.45,5,0,136.939
CA-2015-163055,09-08-2015,16-08-2015,DS-13180,United States,Detroit,Michigan,48227,Central,Office Supplies,21.98,1,0,0.2198
US-2015-145436,28-02-2015,04-03-2015,VD-21670,United States,Columbia,Tennessee,38401,South,Furniture,161.568,2,0.2,-28.2744
US-2015-145436,28-02-2015,04-03-2015,VD-21670,United States,Columbia,Tennessee,38401,South,Furniture,389.696,8,0.2,43.8408
US-2014-156216,13-09-2014,17-09-2014,EA-14035,United States,Charlotte,North Carolina,28205,South,Office Supplies,18.648,,0.7,-12.432
US-2017-100930,07-04-2017,12-04-2017,CS-12400,United States,Tampa,Florida,33614,South,Furniture,233.86,,0.45,-102.048
US-2017-100930,07-04-2017,12-04-2017,CS-12400,United States,Tampa,Florida,33614,South,Furniture,620.6145,,0.45,-248.2458
US-2017-100930,07-04-2017,12-04-2017,CS-12400,United States,Tampa,Florida,33614,South,Office Supplies,5.328,2,0.7,-3.552
US-2017-100930,07-04-2017,12-04-2017,CS-12400,United States,Tampa,Florida,33614,South,,258.072,3,0.2,0
US-2017-100930,07-04-2017,12-04-2017,CS-12400,United States,Tampa,Florida,33614,South,Technology,617.976,3,0.2,-7.7247
CA-2017-160514,12-11-2017,16-11-2017,DB-13120,United States,Santa Clara,California,95051,West,Office Supplies,10.56,2,0,4.752
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Office Supplies,25.92,5,0.2,9.396
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Furniture,419.68,5,0.6,-356.728
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Furniture,11.688,3,0.6,-4.6752
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Technology,31.984,2,0.2,11.1944
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Furniture,177.225,5,0.5,-120.513
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Furniture,4.044,3,0.6,-2.8308
CA-2016-157749,04-06-2016,09-06-2016,KL-16645,United States,Chicago,Illinois,60610,Central,Office Supplies,7.408,2,0.2,1.2038
CA-2014-131926,01-06-2014,06-06-2014,DW-13480,United States,Lakeville,Minnesota,55044,Central,Furniture,2001.86,7,0,580.5394
CA-2014-131926,01-06-2014,06-06-2014,DW-13480,United States,Lakeville,Minnesota,55044,Central,Office Supplies,166.72,2,0,41.68
CA-2014-131926,01-06-2014,06-06-2014,DW-13480,United States,Lakeville,Minnesota,55044,Central,Office Supplies,47.88,6,0,23.94
CA-2014-131926,01-06-2014,06-06-2014,DW-13480,United States,Lakeville,Minnesota,55044,Central,Office Supplies,1503.25,5,0,496.0725
CA-2014-131926,01-06-2014,06-06-2014,DW-13480,United States,Lakeville,Minnesota,55044,Central,Office Supplies,25.92,4,0,12.4416
CA-2016-154739,10-12-2016,15-12-2016,LH-17155,United States,San Francisco,California,94109,West,,321.568,2,0.2,28.1372
CA-2016-145625,11-09-2016,17-09-2016,KC-16540,United States,San Diego,California,92037,West,Office Supplies,7.61,1,0,3.5767
CA-2016-145625,11-09-2016,17-09-2016,KC-16540,United States,San Diego,California,92037,West,Technology,3347.37,13,0,636.0003
CA-2016-146941,10-12-2016,13-12-2016,DL-13315,United States,New York City,New York,10024,East,,80.58,6,0,22.5624
CA-2016-146941,10-12-2016,13-12-2016,DL-13315,United States,New York City,New York,10024,East,Office Supplies,361.92,4,0,162.864
US-2015-159982,28-11-2015,04-12-2015,DR-12880,United States,Chicago,Illinois,60623,Central,Furniture,12.132,9,0.6,-8.4924
US-2015-159982,28-11-2015,04-12-2015,DR-12880,United States,Chicago,Illinois,60623,Central,Office Supplies,82.368,2,0.2,-19.5624
US-2015-159982,28-11-2015,04-12-2015,DR-12880,United States,Chicago,Illinois,60623,Central,Office Supplies,53.92,5,0.2,4.044
US-2015-159982,28-11-2015,04-12-2015,DR-12880,United States,Chicago,Illinois,60623,Central,Technology,647.904,6,0.2,56.6916
CA-2017-163139,01-12-2017,03-12-2017,CC-12670,United States,New York City,New York,10009,East,Technology,20.37,3,0,6.9258
CA-2017-163139,01-12-2017,03-12-2017,CC-12670,United States,New York City,New York,10009,East,Office Supplies,221.55,3,0,6.6465
CA-2017-163139,01-12-2017,03-12-2017,CC-12670,United States,New York City,New York,10009,East,Office Supplies,17.52,5,0.2,6.132
US-2017-155299,08-06-2017,12-06-2017,Dl-13600,United States,Pasadena,Texas,77506,Central,Office Supplies,1.624,2,0.8,-4.466
US-2014-106992,19-09-2014,21-09-2014,SB-20290,United States,Houston,Texas,77036,Central,Technology,3059.982,3,0.4,-509.997
US-2014-106992,19-09-2014,21-09-2014,SB-20290,United States,Houston,Texas,77036,Central,Technology,2519.958,7,0.4,-251.9958
CA-2016-125318,06-06-2016,13-06-2016,RC-19825,United States,Chicago,Illinois,60610,Central,Technology,328.224,4,0.2,28.7196
CA-2015-155040,10-11-2015,15-11-2015,AH-10210,United States,Brentwood,California,94513,West,Technology,79.9,2,0,35.156
CA-2017-136826,16-06-2017,20-06-2017,CB-12535,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,14.016,3,0.2,4.7304
CA-2016-111010,22-01-2016,28-01-2016,PG-18895,United States,Morristown,New Jersey,7960,East,Office Supplies,7.56,6,0,0.3024
US-2017-145366,09-12-2017,13-12-2017,CA-12310,United States,Cincinnati,Ohio,45231,East,Office Supplies,37.208,1,0.2,-7.4416
US-2017-145366,09-12-2017,13-12-2017,CA-12310,United States,Cincinnati,Ohio,45231,East,Office Supplies,57.576,3,0.2,21.591
CA-2017-163979,28-12-2017,02-01-2018,KH-16690,United States,San Francisco,California,94110,West,,725.84,4,0,210.4936
CA-2015-155334,30-07-2015,31-07-2015,HA-14920,United States,San Francisco,California,94109,West,Technology,209.93,7,0,92.3692
CA-2015-155334,30-07-2015,31-07-2015,HA-14920,United States,San Francisco,California,94109,West,Furniture,5.28,3,0,2.3232
CA-2015-155334,30-07-2015,31-07-2015,HA-14920,United States,San Francisco,California,94109,West,Office Supplies,10.92,3,0.2,4.095
CA-2017-118136,16-09-2017,17-09-2017,BB-10990,United States,Inglewood,California,90301,West,Office Supplies,8.82,2,0,4.0572
CA-2017-118136,16-09-2017,17-09-2017,BB-10990,United States,Inglewood,California,90301,West,Office Supplies,5.98,1,0,1.5548
CA-2017-132976,13-10-2017,17-10-2017,AG-10495,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,11.648,2,0.2,4.0768
CA-2017-132976,13-10-2017,17-10-2017,AG-10495,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,18.176,4,0.2,5.9072
CA-2017-132976,13-10-2017,17-10-2017,AG-10495,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,59.712,6,0.2,5.9712
CA-2017-132976,13-10-2017,17-10-2017,AG-10495,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,24.84,3,0.2,8.694
US-2015-161991,26-09-2015,28-09-2015,SC-20725,United States,Houston,Texas,77070,Central,Office Supplies,2.08,5,0.8,-3.432
US-2015-161991,26-09-2015,28-09-2015,SC-20725,United States,Houston,Texas,77070,Central,Technology,1114.4,7,0.2,376.11
CA-2015-130890,02-11-2015,06-11-2015,JO-15280,United States,Los Angeles,California,90004,West,Furniture,1038.84,5,0.2,51.942
CA-2015-130883,26-09-2015,02-10-2015,TB-21520,United States,Portland,Oregon,97206,West,Office Supplies,141.76,5,0.2,47.844
CA-2015-130883,26-09-2015,02-10-2015,TB-21520,United States,Portland,Oregon,97206,West,Technology,239.8,5,0.2,47.96
CA-2015-130883,26-09-2015,02-10-2015,TB-21520,United States,Portland,Oregon,97206,West,,31.104,6,0.2,10.8864
CA-2016-112697,18-12-2016,20-12-2016,AH-10195,United States,Tamarac,Florida,33319,South,Office Supplies,254.058,7,0.7,-169.372
CA-2016-112697,18-12-2016,20-12-2016,AH-10195,United States,Tamarac,Florida,33319,South,Office Supplies,194.528,2,0.2,24.316
CA-2016-112697,18-12-2016,20-12-2016,AH-10195,United States,Tamarac,Florida,33319,South,Office Supplies,961.48,5,0.2,-204.3145
CA-2016-110772,20-11-2016,24-11-2016,NZ-18565,United States,Columbus,Ohio,43229,East,Office Supplies,19.096,7,0.2,6.6836
CA-2016-110772,20-11-2016,24-11-2016,NZ-18565,United States,Columbus,Ohio,43229,East,Office Supplies,18.496,8,0.2,6.2424
CA-2016-110772,20-11-2016,24-11-2016,NZ-18565,United States,Columbus,Ohio,43229,East,Technology,255.984,2,0.2,54.3966
CA-2016-110772,20-11-2016,24-11-2016,NZ-18565,United States,Columbus,Ohio,43229,East,Furniture,86.97,3,0.5,-48.7032
CA-2014-111451,26-12-2014,28-12-2014,KL-16555,United States,Colorado Springs,Colorado,80906,West,Furniture,300.416,8,0.2,78.8592
CA-2014-111451,26-12-2014,28-12-2014,KL-16555,United States,Colorado Springs,Colorado,80906,West,Furniture,230.352,3,0.2,20.1558
CA-2014-111451,26-12-2014,28-12-2014,KL-16555,United States,Colorado Springs,Colorado,80906,West,Furniture,218.352,3,0.2,-24.5646
CA-2014-111451,26-12-2014,28-12-2014,KL-16555,United States,Colorado Springs,Colorado,80906,West,Office Supplies,78.6,5,0.7,-62.88
CA-2014-111451,26-12-2014,28-12-2014,KL-16555,United States,Colorado Springs,Colorado,80906,West,,27.552,3,0.2,9.2988
CA-2016-142545,28-10-2016,03-11-2016,JD-15895,United States,Belleville,New Jersey,7109,East,Office Supplies,32.4,5,0,15.552
CA-2016-142545,28-10-2016,03-11-2016,JD-15895,United States,Belleville,New Jersey,7109,East,Office Supplies,1082.48,8,0,10.8248
CA-2016-142545,28-10-2016,03-11-2016,JD-15895,United States,Belleville,New Jersey,7109,East,Office Supplies,56.91,3,0,27.3168
CA-2016-142545,28-10-2016,03-11-2016,JD-15895,United States,Belleville,New Jersey,7109,East,Furniture,77.6,4,0,38.024
CA-2016-142545,28-10-2016,03-11-2016,JD-15895,United States,Belleville,New Jersey,7109,East,Office Supplies,14.28,1,0,6.5688
US-2017-152380,19-11-2017,23-11-2017,JH-15910,United States,Chicago,Illinois,60623,Central,Furniture,219.075,3,0.5,-131.445
CA-2015-144253,04-05-2015,09-05-2015,AS-10225,United States,New York City,New York,10024,East,Furniture,26.8,2,0,12.864
CA-2014-130960,30-12-2014,04-01-2015,KB-16600,United States,Taylor,Michigan,48180,Central,Office Supplies,9.84,3,0,2.8536
CA-2014-111003,01-06-2014,06-06-2014,CR-12625,United States,Lakewood,New Jersey,8701,East,Office Supplies,45.48,3,0,20.9208
CA-2014-111003,01-06-2014,06-06-2014,CR-12625,United States,Lakewood,New Jersey,8701,East,Office Supplies,289.2,6,0,83.868
CA-2017-126774,15-04-2017,17-04-2017,SH-20395,United States,Arlington,Virginia,22204,South,Office Supplies,4.89,1,0,2.0049
CA-2016-142902,12-09-2016,14-09-2016,BP-11185,United States,Arvada,Colorado,80004,West,Furniture,15.136,4,0.2,3.5948
CA-2016-142902,12-09-2016,14-09-2016,BP-11185,United States,Arvada,Colorado,80004,West,Furniture,466.768,2,0.2,52.5114
CA-2016-142902,12-09-2016,14-09-2016,BP-11185,United States,Arvada,Colorado,80004,West,Furniture,15.232,1,0.2,1.7136
CA-2016-142902,12-09-2016,14-09-2016,BP-11185,United States,Arvada,Colorado,80004,West,Office Supplies,6.264,3,0.2,2.0358
CA-2014-120887,27-09-2014,03-10-2014,TS-21205,United States,Hackensack,New Jersey,7601,East,Furniture,87.54,3,0,37.6422
CA-2014-167850,09-08-2014,16-08-2014,AG-10525,United States,Saint Petersburg,Florida,33710,South,Technology,178.384,2,0.2,22.298
CA-2014-167850,09-08-2014,16-08-2014,AG-10525,United States,Saint Petersburg,Florida,33710,South,Office Supplies,15.552,3,0.2,5.4432
CA-2014-164259,28-12-2014,30-12-2014,SP-20860,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,99.136,4,0.2,8.6744
CA-2014-164973,04-11-2014,09-11-2014,NM-18445,United States,New York City,New York,10024,East,Furniture,135.882,1,0.1,24.1568
CA-2014-164973,04-11-2014,09-11-2014,NM-18445,United States,New York City,New York,10024,East,Technology,3991.98,2,0,1995.99
CA-2014-164973,04-11-2014,09-11-2014,NM-18445,United States,New York City,New York,10024,East,Technology,275.94,6,0,80.0226
CA-2014-164973,04-11-2014,09-11-2014,NM-18445,United States,New York City,New York,10024,East,Technology,360,4,0,129.6
CA-2014-164973,04-11-2014,09-11-2014,NM-18445,United States,New York City,New York,10024,East,,43.57,1,0,13.071
CA-2014-156601,19-09-2014,24-09-2014,FA-14230,United States,Long Beach,California,90805,West,Office Supplies,7.16,2,0,3.58
CA-2016-162138,23-04-2016,27-04-2016,GK-14620,United States,Hesperia,California,92345,West,Office Supplies,251.52,6,0.2,81.744
CA-2016-162138,23-04-2016,27-04-2016,GK-14620,United States,Hesperia,California,92345,West,Technology,99.99,1,0,34.9965
CA-2017-153339,03-11-2017,05-11-2017,DJ-13510,United States,Murfreesboro,Tennessee,37130,South,Furniture,15.992,1,0.2,0.9995
US-2016-141544,30-08-2016,01-09-2016,PO-18850,United States,Philadelphia,Pennsylvania,19143,East,Technology,290.898,3,0.4,-67.8762
US-2016-141544,30-08-2016,01-09-2016,PO-18850,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,54.224,2,0.2,3.389
US-2016-141544,30-08-2016,01-09-2016,PO-18850,United States,Philadelphia,Pennsylvania,19143,East,Furniture,786.744,4,0.3,-258.5016
US-2016-141544,30-08-2016,01-09-2016,PO-18850,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,100.24,10,0.2,33.831
US-2016-141544,30-08-2016,01-09-2016,PO-18850,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,37.764,6,0.7,-27.6936
US-2016-150147,25-04-2016,29-04-2016,JL-15850,United States,Philadelphia,Pennsylvania,19134,East,Technology,82.8,,0.4,-20.7
US-2016-150147,25-04-2016,29-04-2016,JL-15850,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,20.724,2,0.7,-13.816
US-2016-150147,25-04-2016,29-04-2016,JL-15850,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,4.896,3,0.7,-3.4272
CA-2015-137946,01-09-2015,04-09-2015,DB-13615,United States,Los Angeles,California,90045,West,Office Supplies,4.752,1,0.2,1.6038
CA-2015-137946,01-09-2015,04-09-2015,DB-13615,United States,Los Angeles,California,90045,West,Technology,959.984,2,0.2,335.9944
CA-2015-137946,01-09-2015,04-09-2015,DB-13615,United States,Los Angeles,California,90045,West,,14.368,4,0.2,4.49
CA-2014-129924,12-07-2014,17-07-2014,AC-10420,United States,San Francisco,California,94122,West,,7.712,2,0.2,2.7956
CA-2014-129924,12-07-2014,17-07-2014,AC-10420,United States,San Francisco,California,94122,West,Furniture,698.352,3,0.2,-17.4588
CA-2015-128167,22-06-2015,26-06-2015,KL-16645,United States,Layton,Utah,84041,West,Office Supplies,4.96,4,0,2.3312
CA-2014-122336,13-04-2014,17-04-2014,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,17.856,4,0.2,1.116
CA-2014-122336,13-04-2014,17-04-2014,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,509.97,10,0.7,-407.976
CA-2014-122336,13-04-2014,17-04-2014,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,30.992,13,0.2,10.0724
CA-2014-122336,13-04-2014,17-04-2014,JD-15895,United States,Philadelphia,Pennsylvania,19140,East,Technology,71.928,12,0.4,8.3916
US-2015-120712,20-12-2015,24-12-2015,CS-12130,United States,Austin,Texas,78745,Central,Office Supplies,88.8,4,0.2,-2.22
CA-2017-169901,15-06-2017,19-06-2017,CC-12550,United States,San Francisco,California,94122,West,Technology,47.976,3,0.2,4.7976
CA-2017-134306,08-07-2017,12-07-2017,TD-20995,United States,Lowell,Massachusetts,1852,East,Office Supplies,7.56,,0,3.0996
CA-2017-134306,08-07-2017,12-07-2017,TD-20995,United States,Lowell,Massachusetts,1852,East,Office Supplies,24.56,2,0,11.5432
CA-2017-134306,08-07-2017,12-07-2017,TD-20995,United States,Lowell,Massachusetts,1852,East,Office Supplies,12.96,2,0,4.1472
CA-2016-129714,01-09-2016,03-09-2016,AB-10060,United States,New York City,New York,10009,East,,6.79,1,0,2.3086
CA-2016-129714,01-09-2016,03-09-2016,AB-10060,United States,New York City,New York,10009,East,,24.56,2,0,11.5432
CA-2016-129714,01-09-2016,03-09-2016,AB-10060,United States,New York City,New York,10009,East,,3.048,1,0.2,1.0668
CA-2016-129714,01-09-2016,03-09-2016,AB-10060,United States,New York City,New York,10009,East,Office Supplies,49.12,4,0,23.0864
CA-2016-129714,01-09-2016,03-09-2016,AB-10060,United States,New York City,New York,10009,East,Office Supplies,4355.168,4,0.2,1415.4296
CA-2016-138520,08-04-2016,13-04-2016,JL-15505,United States,New York City,New York,10035,East,Furniture,388.704,6,0.2,-4.8588
CA-2016-138520,08-04-2016,13-04-2016,JL-15505,United States,New York City,New York,10035,East,Office Supplies,8.26,2,0,3.7996
CA-2016-138520,08-04-2016,13-04-2016,JL-15505,United States,New York City,New York,10035,East,Office Supplies,17.04,4,0,6.9864
CA-2016-138520,08-04-2016,13-04-2016,JL-15505,United States,New York City,New York,10035,East,Office Supplies,34.4,5,0,15.824
CA-2016-130001,23-04-2016,28-04-2016,HK-14890,United States,Charlotte,North Carolina,28205,South,Office Supplies,36.24,5,0.2,11.325
CA-2017-155698,08-03-2017,11-03-2017,VB-21745,United States,Columbus,Georgia,31907,South,Office Supplies,647.84,8,0,168.4384
CA-2017-155698,08-03-2017,11-03-2017,VB-21745,United States,Columbus,Georgia,31907,South,Office Supplies,20.7,2,0,9.936
CA-2017-144904,25-09-2017,01-10-2017,KW-16435,United States,New York City,New York,10009,East,Office Supplies,20.7,2,0,9.936
CA-2017-144904,25-09-2017,01-10-2017,KW-16435,United States,New York City,New York,10009,East,Furniture,488.646,3,0.1,86.8704
CA-2017-144904,25-09-2017,01-10-2017,KW-16435,United States,New York City,New York,10009,East,Office Supplies,5.56,2,0,1.4456
CA-2017-144904,25-09-2017,01-10-2017,KW-16435,United States,New York City,New York,10009,East,Furniture,47.12,,0,20.7328
CA-2014-123344,24-09-2014,29-09-2014,JD-16060,United States,San Francisco,California,94109,West,Office Supplies,211.96,4,0,8.4784
CA-2016-155516,21-10-2016,21-10-2016,MK-17905,United States,Manchester,Connecticut,6040,East,Office Supplies,23.2,4,0,10.44
CA-2016-155516,21-10-2016,21-10-2016,MK-17905,United States,Manchester,Connecticut,6040,East,Office Supplies,7.36,2,0,0.1472
CA-2016-155516,21-10-2016,21-10-2016,MK-17905,United States,Manchester,Connecticut,6040,East,Office Supplies,104.79,7,0,29.3412
CA-2016-155516,21-10-2016,21-10-2016,MK-17905,United States,Manchester,Connecticut,6040,East,Furniture,1043.92,4,0,271.4192
CA-2017-104745,29-05-2017,04-06-2017,GT-14755,United States,Harlingen,Texas,78550,Central,Office Supplies,25.92,5,0.2,9.396
CA-2017-104745,29-05-2017,04-06-2017,GT-14755,United States,Harlingen,Texas,78550,Central,,53.424,3,0.2,4.6746
US-2014-119137,23-07-2014,27-07-2014,AG-10900,United States,Tucson,Arizona,85705,West,,8.16,5,0.7,-5.712
US-2014-119137,23-07-2014,27-07-2014,AG-10900,United States,Tucson,Arizona,85705,West,Technology,1023.936,8,0.2,179.1888
US-2014-119137,23-07-2014,27-07-2014,AG-10900,United States,Tucson,Arizona,85705,West,Office Supplies,9.24,1,0.2,0.924
US-2014-119137,23-07-2014,27-07-2014,AG-10900,United States,Tucson,Arizona,85705,West,Technology,479.04,10,0.2,-29.94
US-2016-134656,28-09-2016,01-10-2016,MM-18280,United States,Quincy,Illinois,62301,Central,Office Supplies,99.136,4,0.2,30.98
US-2017-134481,27-08-2017,01-09-2017,AR-10405,United States,Franklin,Massachusetts,2038,East,Furniture,1488.424,7,0.3,-297.6848
CA-2015-130792,28-04-2015,05-05-2015,RA-19915,United States,Houston,Texas,77095,Central,Office Supplies,8.652,3,0.8,-20.3322
CA-2015-130792,28-04-2015,05-05-2015,RA-19915,United States,Houston,Texas,77095,Central,Office Supplies,23.832,3,0.2,2.6811
CA-2015-130792,28-04-2015,05-05-2015,RA-19915,United States,Houston,Texas,77095,Central,Office Supplies,12.176,4,0.8,-18.8728
CA-2016-134775,28-10-2016,29-10-2016,AS-10285,United States,San Francisco,California,94109,West,Office Supplies,50.96,7,0,25.48
CA-2016-134775,28-10-2016,29-10-2016,AS-10285,United States,San Francisco,California,94109,West,Office Supplies,49.536,,0.2,17.3376
CA-2015-125395,26-06-2015,29-06-2015,LA-16780,United States,Taylor,Michigan,48180,Central,Technology,41.9,2,0,8.799
US-2015-168935,27-11-2015,02-12-2015,DO-13435,United States,Pembroke Pines,Florida,33024,South,Furniture,375.4575,3,0.45,-157.0095
US-2015-168935,27-11-2015,02-12-2015,DO-13435,United States,Pembroke Pines,Florida,33024,South,Technology,83.976,3,0.2,-1.0497
CA-2015-122756,03-12-2015,07-12-2015,DK-13225,United States,Philadelphia,Pennsylvania,19140,East,Technology,482.34,4,0.7,-337.638
CA-2015-122756,03-12-2015,07-12-2015,DK-13225,United States,Philadelphia,Pennsylvania,19140,East,Furniture,2.96,1,0.2,0.777
CA-2014-115973,24-11-2014,26-11-2014,NG-18430,United States,Cincinnati,Ohio,45231,East,,2.624,1,0.2,0.4264
CA-2017-101798,11-12-2017,15-12-2017,MV-18190,United States,New York City,New York,10009,East,,23.36,4,0.2,7.884
CA-2017-101798,11-12-2017,15-12-2017,MV-18190,United States,New York City,New York,10009,East,,39.98,2,0,13.5932
US-2014-135972,21-09-2014,23-09-2014,JG-15115,United States,Des Moines,Washington,98198,West,Technology,246.384,2,0.2,27.7182
US-2014-135972,21-09-2014,23-09-2014,JG-15115,United States,Des Moines,Washington,98198,West,Technology,1799.97,3,0,701.9883
US-2014-134971,07-06-2014,10-06-2014,BP-11095,United States,Peoria,Illinois,61604,Central,Office Supplies,12.462,3,0.8,-20.5623
CA-2017-102946,30-06-2017,05-07-2017,VP-21730,United States,Las Vegas,Nevada,89115,West,Office Supplies,75.792,3,0.2,25.5798
CA-2017-165603,17-10-2017,19-10-2017,SS-20140,United States,Warwick,Rhode Island,2886,East,Office Supplies,49.96,2,0,9.4924
CA-2017-165603,17-10-2017,19-10-2017,SS-20140,United States,Warwick,Rhode Island,2886,East,Office Supplies,12.96,2,0,6.2208
CA-2015-122259,31-10-2015,04-11-2015,HP-14815,United States,Jackson,Michigan,49201,Central,Office Supplies,70.12,4,0,21.036
CA-2016-108987,08-09-2016,10-09-2016,AG-10675,United States,Houston,Texas,77036,Central,Office Supplies,35.952,3,0.2,3.5952
CA-2016-108987,08-09-2016,10-09-2016,AG-10675,United States,Houston,Texas,77036,Central,Furniture,2396.2656,4,0.32,-317.1528
CA-2016-108987,08-09-2016,10-09-2016,AG-10675,United States,Houston,Texas,77036,Central,Office Supplies,131.136,4,0.2,-32.784
CA-2016-108987,08-09-2016,10-09-2016,AG-10675,United States,Houston,Texas,77036,Central,Technology,57.584,2,0.2,0.7198
CA-2014-113166,24-12-2014,26-12-2014,LF-17185,United States,Miami,Florida,33180,South,Office Supplies,9.568,2,0.2,3.4684
CA-2014-155208,16-04-2014,20-04-2014,SP-20650,United States,Wilmington,North Carolina,28403,South,Office Supplies,39.072,6,0.2,9.768
CA-2017-117933,24-12-2017,29-12-2017,RF-19840,United States,New York City,New York,10024,East,Office Supplies,35.91,3,0,9.6957
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Technology,179.95,5,0,37.7895
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Technology,1199.976,3,0.2,434.9913
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Office Supplies,27.15,5,0,13.3035
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Furniture,1004.024,7,0.2,-112.9527
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Office Supplies,9.68,1,0,4.6464
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Office Supplies,28.35,9,0,13.608
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Office Supplies,55.98,1,0,27.4302
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Furniture,1336.829,13,0.15,31.4548
CA-2017-117457,08-12-2017,12-12-2017,KH-16510,United States,San Francisco,California,94110,West,Furniture,113.568,2,0.2,-18.4548
CA-2017-142636,03-11-2017,07-11-2017,KC-16675,United States,Seattle,Washington,98105,West,Office Supplies,139.86,7,0,65.7342
CA-2017-142636,03-11-2017,07-11-2017,KC-16675,United States,Seattle,Washington,98105,West,Furniture,307.136,4,0.2,26.8744
